Year,RegionID,SizeRank,RegionName,RegionType,StateName,AverageHousingPrice,MedianHousingPrice,MinPrice,MaxPrice
2018,394304,83,"Akron, OH",msa,OH,158298.3,158775.0,144600.0,168583.0
2018,394339,586,"Ashland, OH",msa,OH,134860.0,139067.0,108133.0,151933.0
2018,394340,404,"Ashtabula, OH",msa,OH,117251.7,119090.5,109300.0,119981.0
2018,394343,521,"Athens, OH",msa,OH,183483.3,184500.0,175517.0,191650.0
2018,394377,638,"Bellefontaine, OH",msa,OH,157828.2,158141.5,147667.0,162566.0
2018,394424,683,"Bucyrus, OH",msa,OH,80756.8,82900.0,71567.0,86517.0
2018,394434,714,"Cambridge, OH",msa,OH,117336.6,117866.5,112967.0,119950.0
2018,394439,137,"Canton, OH",msa,OH,149505.1,151358.5,137900.0,154967.0
2018,394449,681,"Celina, OH",msa,OH,161973.3,161591.5,158117.0,167267.0
2018,394465,460,"Chillicothe, OH",msa,OH,149764.2,151741.5,135962.0,161650.0
2018,394466,28,"Cincinnati, OH",msa,OH,217729.8,219766.5,199233.0,226633.0
2018,394475,35,"Cleveland, OH",msa,OH,171856.6,172800.0,159967.0,177333.0
2018,394492,32,"Columbus, OH",msa,OH,246930.0,247750.0,233267.0,256983.0
2018,394506,747,"Coshocton, OH",msa,OH,112416.6,111167.0,104033.0,122550.0
2018,845158,74,"Dayton, OH",msa,OH,141356.8,140917.0,130300.0,148267.0
2018,394526,716,"Defiance, OH",msa,OH,112236.0,111198.0,108600.0,121733.0
2018,394593,470,"Findlay, OH",msa,OH,182978.2,182325.0,176483.0,189900.0
2018,394618,541,"Fremont, OH",msa,OH,123051.8,124933.5,111950.0,129967.0
2018,394652,593,"Greenville, OH",msa,OH,120201.7,120750.0,109950.0,127600.0
2018,753892,798,"Jackson, OH",msa,OH,122362.4,121821.0,120433.0,125633.0
2018,394794,387,"Lima, OH",msa,OH,124171.6,126067.0,108150.0,129900.0
2018,394824,337,"Mansfield, OH",msa,OH,122943.4,125300.0,109117.0,128800.0
2018,753903,538,"Marietta, OH",msa,OH,162473.4,165508.5,149467.0,170117.0
2018,394827,504,"Marion, OH",msa,OH,98730.9,97433.5,87825.0,113133.0
2018,394889,524,"Mount Vernon, OH",msa,OH,163424.8,164748.5,153267.0,168267.0
2018,394911,414,"New Philadelphia, OH",msa,OH,138661.6,140000.0,129283.0,144900.0
2018,394923,544,"Norwalk, OH",msa,OH,130128.2,131041.5,123233.0,134483.0
2018,394999,474,"Portsmouth, OH",msa,OH,115833.4,116016.5,109833.0,121367.0
2018,753915,388,"Salem, OH",msa,OH,113573.3,117483.5,96383.0,119500.0
2018,395062,469,"Sandusky, OH",msa,OH,182829.9,184891.5,168233.0,189217.0
2018,395097,619,"Sidney, OH",msa,OH,135854.9,138083.5,124317.0,143266.0
2018,395117,316,"Springfield, OH",msa,OH,111290.1,112467.0,104833.0,114583.0
2018,395157,570,"Tiffin, OH",msa,OH,95675.0,95908.5,88467.0,101633.0
2018,395160,93,"Toledo, OH",msa,OH,151399.9,151950.0,140600.0,159233.0
2018,395178,712,"Urbana, OH",msa,OH,143478.5,145108.0,124933.0,154619.0
2018,395185,828,"Van Wert, OH",msa,OH,92166.6,92875.0,88583.0,94500.0
2018,395201,634,"Wapakoneta, OH",msa,OH,146240.0,146992.0,138200.0,151567.0
2018,395206,825,"Washington Court House, OH",msa,OH,125531.7,122408.0,110733.0,144733.0
2018,395230,682,"Wilmington, OH",msa,OH,139415.0,137200.0,130483.0,154150.0
2018,395237,355,"Wooster, OH",msa,OH,153683.3,153866.5,149600.0,156633.0
2018,395245,106,"Youngstown, OH",msa,OH,119444.1,120066.5,111600.0,123842.0
2018,395248,426,"Zanesville, OH",msa,OH,146680.0,149766.5,134567.0,149933.0
2019,394304,83,"Akron, OH",msa,OH,160938.08,160745.5,149600.0,172250.0
2019,394339,586,"Ashland, OH",msa,OH,150348.5,154941.5,127633.0,164800.0
2019,394340,404,"Ashtabula, OH",msa,OH,130167.92,132150.0,119900.0,140050.0
2019,394343,521,"Athens, OH",msa,OH,173827.67,172691.5,165583.0,181600.0
2019,394377,638,"Bellefontaine, OH",msa,OH,164410.92,164625.0,159233.0,172433.0
2019,394424,683,"Bucyrus, OH",msa,OH,85043.0,85383.5,76733.0,92650.0
2019,394434,714,"Cambridge, OH",msa,OH,127729.17,128775.0,113800.0,138267.0
2019,394439,137,"Canton, OH",msa,OH,157752.83,160100.0,148967.0,162267.0
2019,394449,681,"Celina, OH",msa,OH,152422.08,151941.5,145450.0,161583.0
2019,394465,460,"Chillicothe, OH",msa,OH,148732.0,152803.5,137113.0,157967.0
2019,394466,28,"Cincinnati, OH",msa,OH,227718.75,228279.0,211233.0,239633.0
2019,394475,35,"Cleveland, OH",msa,OH,179602.75,179908.0,169900.0,188300.0
2019,394492,32,"Columbus, OH",msa,OH,250816.5,250399.5,237583.0,263000.0
2019,394506,747,"Coshocton, OH",msa,OH,117306.92,117325.0,101933.0,132583.0
2019,845158,74,"Dayton, OH",msa,OH,154242.5,156940.5,139900.0,163467.0
2019,394526,716,"Defiance, OH",msa,OH,128696.0,128908.5,126067.0,131033.0
2019,394593,470,"Findlay, OH",msa,OH,185848.67,182525.0,176417.0,199583.0
2019,394618,541,"Fremont, OH",msa,OH,124745.92,127042.0,108600.0,133783.0
2019,394652,593,"Greenville, OH",msa,OH,125578.42,126941.5,117483.0,134600.0
2019,753892,798,"Jackson, OH",msa,OH,122708.17,123758.0,113933.0,127250.0
2019,394794,387,"Lima, OH",msa,OH,144447.33,145717.0,129833.0,153183.0
2019,394824,337,"Mansfield, OH",msa,OH,125066.58,127966.5,114933.0,133233.0
2019,753903,538,"Marietta, OH",msa,OH,169651.42,168225.0,158900.0,181500.0
2019,394827,504,"Marion, OH",msa,OH,104602.08,109218.0,84133.0,120350.0
2019,394889,524,"Mount Vernon, OH",msa,OH,174222.25,177673.5,159559.0,183746.0
2019,394911,414,"New Philadelphia, OH",msa,OH,145023.5,147616.5,133367.0,155100.0
2019,394923,544,"Norwalk, OH",msa,OH,129264.83,129200.0,127548.0,133350.0
2019,394999,474,"Portsmouth, OH",msa,OH,119034.67,120891.5,108167.0,125000.0
2019,753915,388,"Salem, OH",msa,OH,123125.08,122792.0,112967.0,130467.0
2019,395062,469,"Sandusky, OH",msa,OH,190109.92,193083.5,176417.0,201967.0
2019,395097,619,"Sidney, OH",msa,OH,134512.33,131616.5,128000.0,144700.0
2019,395117,316,"Springfield, OH",msa,OH,123586.0,125900.0,108250.0,133933.0
2019,395157,570,"Tiffin, OH",msa,OH,102893.08,103550.0,97567.0,109267.0
2019,395160,93,"Toledo, OH",msa,OH,161518.08,163241.5,143117.0,171933.0
2019,395178,712,"Urbana, OH",msa,OH,153353.83,156633.5,134215.0,166767.0
2019,395185,828,"Van Wert, OH",msa,OH,103172.5,105658.5,85833.0,116367.0
2019,395201,634,"Wapakoneta, OH",msa,OH,164252.83,164450.0,154900.0,169750.0
2019,395206,825,"Washington Court House, OH",msa,OH,138711.08,137158.5,126967.0,155283.0
2019,395230,682,"Wilmington, OH",msa,OH,147238.92,147008.5,131617.0,161817.0
2019,395237,355,"Wooster, OH",msa,OH,168027.25,169216.5,158267.0,174917.0
2019,395245,106,"Youngstown, OH",msa,OH,125102.17,125569.0,119967.0,129550.0
2019,395248,426,"Zanesville, OH",msa,OH,150270.83,149916.5,144933.0,156300.0
2020,394304,83,"Akron, OH",msa,OH,166023.75,166783.0,151267.0,178617.0
2020,394339,586,"Ashland, OH",msa,OH,157040.25,155966.5,143950.0,167433.0
2020,394340,404,"Ashtabula, OH",msa,OH,139342.33,139100.0,130658.0,148383.0
2020,394343,521,"Athens, OH",msa,OH,177480.58,179283.0,166600.0,184367.0
2020,394377,638,"Bellefontaine, OH",msa,OH,168227.83,167025.0,159900.0,181600.0
2020,394424,683,"Bucyrus, OH",msa,OH,88400.0,87967.0,84217.0,91933.0
2020,394434,714,"Cambridge, OH",msa,OH,134790.17,135517.0,124933.0,146267.0
2020,394439,137,"Canton, OH",msa,OH,164313.75,163266.5,156600.0,171933.0
2020,394449,681,"Celina, OH",msa,OH,163095.92,165783.5,148267.0,169933.0
2020,394465,460,"Chillicothe, OH",msa,OH,170561.17,173725.0,154967.0,183667.0
2020,394466,28,"Cincinnati, OH",msa,OH,235816.75,236750.0,218300.0,249900.0
2020,394475,35,"Cleveland, OH",msa,OH,184636.08,183517.0,171083.0,198267.0
2020,394492,32,"Columbus, OH",msa,OH,255806.67,255010.5,239900.0,271183.0
2020,394506,747,"Coshocton, OH",msa,OH,125948.58,127033.0,118317.0,130767.0
2020,845158,74,"Dayton, OH",msa,OH,173118.17,176833.5,155467.0,183233.0
2020,394526,716,"Defiance, OH",msa,OH,132727.83,130716.5,123183.0,143533.0
2020,394593,470,"Findlay, OH",msa,OH,194902.92,195092.0,178017.0,210300.0
2020,394618,541,"Fremont, OH",msa,OH,129034.58,128541.5,122733.0,135383.0
2020,394652,593,"Greenville, OH",msa,OH,133845.92,132708.5,127800.0,142450.0
2020,753892,798,"Jackson, OH",msa,OH,127718.08,134983.5,106267.0,136350.0
2020,394794,387,"Lima, OH",msa,OH,148358.42,151466.5,132483.0,160467.0
2020,394824,337,"Mansfield, OH",msa,OH,129656.92,126308.5,119233.0,145717.0
2020,753903,538,"Marietta, OH",msa,OH,174509.75,172616.5,159967.0,193350.0
2020,394827,504,"Marion, OH",msa,OH,113344.5,110025.0,99550.0,131567.0
2020,394889,524,"Mount Vernon, OH",msa,OH,181196.58,182087.5,176046.0,186600.0
2020,394911,414,"New Philadelphia, OH",msa,OH,152813.92,153808.5,143400.0,163233.0
2020,394923,544,"Norwalk, OH",msa,OH,135559.67,135675.0,126600.0,140967.0
2020,394999,474,"Portsmouth, OH",msa,OH,125048.58,126150.0,116333.0,131983.0
2020,753915,388,"Salem, OH",msa,OH,122901.33,128966.5,104167.0,133283.0
2020,395062,469,"Sandusky, OH",msa,OH,209452.75,211216.5,194567.0,221617.0
2020,395097,619,"Sidney, OH",msa,OH,143645.75,147341.5,124300.0,157100.0
2020,395117,316,"Springfield, OH",msa,OH,130717.33,134941.5,115633.0,143242.0
2020,395157,570,"Tiffin, OH",msa,OH,110126.42,107616.5,99267.0,126917.0
2020,395160,93,"Toledo, OH",msa,OH,168743.92,170116.5,156167.0,178265.0
2020,395178,712,"Urbana, OH",msa,OH,166821.58,169510.0,147400.0,185583.0
2020,395185,828,"Van Wert, OH",msa,OH,117426.25,113966.5,106633.0,133233.0
2020,395201,634,"Wapakoneta, OH",msa,OH,157012.42,156300.0,153083.0,164633.0
2020,395206,825,"Washington Court House, OH",msa,OH,130650.08,132100.0,114800.0,141700.0
2020,395230,682,"Wilmington, OH",msa,OH,170263.83,179166.5,148583.0,185050.0
2020,395237,355,"Wooster, OH",msa,OH,170466.58,169433.0,158633.0,181600.0
2020,395245,106,"Youngstown, OH",msa,OH,126790.75,126933.5,118717.0,134900.0
2020,395248,426,"Zanesville, OH",msa,OH,157244.42,158375.0,149900.0,167633.0
2021,394304,83,"Akron, OH",msa,OH,168322.75,169933.0,154433.0,179550.0
2021,394339,586,"Ashland, OH",msa,OH,169298.42,174450.0,146283.0,182600.0
2021,394340,404,"Ashtabula, OH",msa,OH,144134.83,145183.5,133583.0,151267.0
2021,394343,521,"Athens, OH",msa,OH,170684.83,171475.0,158867.0,182500.0
2021,394377,638,"Bellefontaine, OH",msa,OH,204122.17,209333.0,179117.0,223267.0
2021,394424,683,"Bucyrus, OH",msa,OH,115066.75,119142.0,90633.0,126117.0
2021,394434,714,"Cambridge, OH",msa,OH,157569.42,156533.5,146267.0,171417.0
2021,394439,137,"Canton, OH",msa,OH,173587.5,175733.5,159900.0,181583.0
2021,394449,681,"Celina, OH",msa,OH,183662.5,188250.0,159933.0,202683.0
2021,394465,460,"Chillicothe, OH",msa,OH,172920.0,174418.0,163067.0,180000.0
2021,394466,28,"Cincinnati, OH",msa,OH,236470.83,239850.0,220817.0,248267.0
2021,394475,35,"Cleveland, OH",msa,OH,185723.75,185425.0,173267.0,199300.0
2021,394492,32,"Columbus, OH",msa,OH,257675.08,258283.5,239633.0,273300.0
2021,394506,747,"Coshocton, OH",msa,OH,141697.17,151641.5,114067.0,165250.0
2021,845158,74,"Dayton, OH",msa,OH,178201.42,178116.5,168233.0,186617.0
2021,394526,716,"Defiance, OH",msa,OH,139080.5,136608.5,131567.0,150733.0
2021,394593,470,"Findlay, OH",msa,OH,197409.75,197083.5,184600.0,209100.0
2021,394618,541,"Fremont, OH",msa,OH,142756.92,144833.5,118983.0,162833.0
2021,394652,593,"Greenville, OH",msa,OH,157333.42,163625.0,134167.0,167467.0
2021,753892,798,"Jackson, OH",msa,OH,157354.0,160666.5,136617.0,172616.0
2021,394794,387,"Lima, OH",msa,OH,127952.83,128950.0,113317.0,145283.0
2021,394824,337,"Mansfield, OH",msa,OH,144641.67,143933.5,125817.0,166150.0
2021,753903,538,"Marietta, OH",msa,OH,184172.17,189666.5,160633.0,199667.0
2021,394827,504,"Marion, OH",msa,OH,130545.83,126166.5,116983.0,149767.0
2021,394889,524,"Mount Vernon, OH",msa,OH,193398.42,206391.5,150783.0,221083.0
2021,394911,414,"New Philadelphia, OH",msa,OH,155481.92,153133.5,139200.0,175633.0
2021,394923,544,"Norwalk, OH",msa,OH,142833.42,142317.0,136567.0,149333.0
2021,394999,474,"Portsmouth, OH",msa,OH,141698.5,143500.0,131333.0,147600.0
2021,753915,388,"Salem, OH",msa,OH,131432.0,131250.0,119950.0,142450.0
2021,395062,469,"Sandusky, OH",msa,OH,205679.17,201583.5,193300.0,226600.0
2021,395097,619,"Sidney, OH",msa,OH,167786.0,167000.0,155083.0,177733.0
2021,395117,316,"Springfield, OH",msa,OH,147552.83,146116.5,133917.0,158267.0
2021,395157,570,"Tiffin, OH",msa,OH,142708.33,147117.0,128583.0,150800.0
2021,395160,93,"Toledo, OH",msa,OH,162230.58,160950.0,153467.0,171633.0
2021,395178,712,"Urbana, OH",msa,OH,184753.0,184384.5,172433.0,189800.0
2021,395185,828,"Van Wert, OH",msa,OH,121731.83,123225.0,106450.0,127283.0
2021,395201,634,"Wapakoneta, OH",msa,OH,165794.5,168283.5,146783.0,185083.0
2021,395206,825,"Washington Court House, OH",msa,OH,148187.33,150200.0,129933.0,162417.0
2021,395230,682,"Wilmington, OH",msa,OH,163161.0,161916.5,153433.0,171300.0
2021,395237,355,"Wooster, OH",msa,OH,180015.25,184892.0,159967.0,191167.0
2021,395245,106,"Youngstown, OH",msa,OH,132619.33,132041.5,129283.0,137667.0
2021,395248,426,"Zanesville, OH",msa,OH,162162.33,164749.5,153083.0,168300.0
2022,394304,83,"Akron, OH",msa,OH,176459.92,178000.0,153292.0,193450.0
2022,394339,586,"Ashland, OH",msa,OH,188191.83,190983.5,159967.0,208800.0
2022,394340,404,"Ashtabula, OH",msa,OH,148473.58,149762.5,130784.0,171567.0
2022,394343,521,"Athens, OH",msa,OH,174730.42,177500.0,159983.0,185983.0
2022,394377,638,"Bellefontaine, OH",msa,OH,228497.25,243133.0,189717.0,250817.0
2022,394424,683,"Bucyrus, OH",msa,OH,129527.67,130500.0,119633.0,138600.0
2022,394434,714,"Cambridge, OH",msa,OH,155941.67,154733.0,146950.0,166567.0
2022,394439,137,"Canton, OH",msa,OH,175122.17,175325.0,164900.0,183283.0
2022,394449,681,"Celina, OH",msa,OH,201526.33,202558.5,179533.0,230783.0
2022,394465,460,"Chillicothe, OH",msa,OH,200445.83,204576.5,172386.0,224000.0
2022,394466,28,"Cincinnati, OH",msa,OH,249761.17,256233.0,226667.0,261600.0
2022,394475,35,"Cleveland, OH",msa,OH,192447.17,195233.0,171467.0,208300.0
2022,394492,32,"Columbus, OH",msa,OH,285740.17,296600.0,248967.0,303016.0
2022,394506,747,"Coshocton, OH",msa,OH,150034.67,149242.0,139900.0,166133.0
2022,845158,74,"Dayton, OH",msa,OH,192953.83,198300.0,168283.0,206333.0
2022,394526,716,"Defiance, OH",msa,OH,151272.25,156600.0,131567.0,159917.0
2022,394593,470,"Findlay, OH",msa,OH,202858.25,205133.5,188300.0,215183.0
2022,394618,541,"Fremont, OH",msa,OH,146359.75,147291.5,133467.0,156617.0
2022,394652,593,"Greenville, OH",msa,OH,179648.67,180616.5,163617.0,192417.0
2022,753892,798,"Jackson, OH",msa,OH,192588.92,198550.0,161300.0,215000.0
2022,394794,387,"Lima, OH",msa,OH,169308.08,177350.0,127933.0,188149.0
2022,394824,337,"Mansfield, OH",msa,OH,150865.42,154408.5,115167.0,179317.0
2022,753903,538,"Marietta, OH",msa,OH,181762.33,182658.0,165633.0,203500.0
2022,394827,504,"Marion, OH",msa,OH,138590.17,142258.0,121450.0,148267.0
2022,394889,524,"Mount Vernon, OH",msa,OH,221180.0,222316.5,204917.0,238650.0
2022,394911,414,"New Philadelphia, OH",msa,OH,167858.33,174900.0,139750.0,192900.0
2022,394923,544,"Norwalk, OH",msa,OH,150794.08,149852.0,127633.0,178717.0
2022,394999,474,"Portsmouth, OH",msa,OH,152336.08,153625.0,144933.0,157300.0
2022,753915,388,"Salem, OH",msa,OH,143566.75,145750.0,119933.0,162783.0
2022,395062,469,"Sandusky, OH",msa,OH,210659.75,210150.0,196267.0,219650.0
2022,395097,619,"Sidney, OH",msa,OH,185659.42,179113.0,162283.0,224467.0
2022,395117,316,"Springfield, OH",msa,OH,162042.33,163866.5,149092.0,173233.0
2022,395157,570,"Tiffin, OH",msa,OH,151647.25,150450.0,143267.0,161017.0
2022,395160,93,"Toledo, OH",msa,OH,160987.42,161666.5,147933.0,174783.0
2022,395178,712,"Urbana, OH",msa,OH,215276.33,216475.0,193283.0,229600.0
2022,395185,828,"Van Wert, OH",msa,OH,142090.33,143525.0,130100.0,150183.0
2022,395201,634,"Wapakoneta, OH",msa,OH,189382.08,188358.5,167967.0,210650.0
2022,395206,825,"Washington Court House, OH",msa,OH,184638.33,187375.0,166137.0,203383.0
2022,395230,682,"Wilmington, OH",msa,OH,180005.58,179050.0,161950.0,199833.0
2022,395237,355,"Wooster, OH",msa,OH,222808.33,226875.0,184817.0,247283.0
2022,395245,106,"Youngstown, OH",msa,OH,138605.67,142983.5,127450.0,145933.0
2022,395248,426,"Zanesville, OH",msa,OH,177094.5,170108.5,159117.0,202333.0
2023,394304,83,"Akron, OH",msa,OH,193693.0,200675.0,169850.0,210000.0
2023,394339,586,"Ashland, OH",msa,OH,212956.92,208591.5,189933.0,248283.0
2023,394340,404,"Ashtabula, OH",msa,OH,180088.75,181559.0,172600.0,184946.0
2023,394343,521,"Athens, OH",msa,OH,189576.42,186400.0,169950.0,210000.0
2023,394377,638,"Bellefontaine, OH",msa,OH,251061.08,248375.0,233283.0,274750.0
2023,394424,683,"Bucyrus, OH",msa,OH,152504.0,151516.5,144600.0,163750.0
2023,394434,714,"Cambridge, OH",msa,OH,176999.92,174716.5,165767.0,192283.0
2023,394439,137,"Canton, OH",msa,OH,190462.33,194933.0,173250.0,199300.0
2023,394449,681,"Celina, OH",msa,OH,217504.25,216808.5,208317.0,233783.0
2023,394465,460,"Chillicothe, OH",msa,OH,237484.67,240383.0,220433.0,249100.0
2023,394466,28,"Cincinnati, OH",msa,OH,281230.58,290316.5,249967.0,298633.0
2023,394475,35,"Cleveland, OH",msa,OH,205650.08,208983.5,181000.0,221233.0
2023,394492,32,"Columbus, OH",msa,OH,321422.17,325691.5,291600.0,341533.0
2023,394506,747,"Coshocton, OH",msa,OH,216897.25,229108.5,172567.0,238000.0
2023,845158,74,"Dayton, OH",msa,OH,207102.33,206616.5,194631.0,219967.0
2023,394526,716,"Defiance, OH",msa,OH,179523.75,176600.0,156283.0,205800.0
2023,394593,470,"Findlay, OH",msa,OH,224780.42,230416.5,197400.0,248100.0
2023,394618,541,"Fremont, OH",msa,OH,170551.33,176450.0,148333.0,188300.0
2023,394652,593,"Greenville, OH",msa,OH,189569.42,189700.0,185483.0,195083.0
2023,753892,798,"Jackson, OH",msa,OH,209965.42,209717.0,195167.0,223800.0
2023,394794,387,"Lima, OH",msa,OH,176426.42,175333.5,160383.0,193083.0
2023,394824,337,"Mansfield, OH",msa,OH,162368.08,164600.0,149817.0,169950.0
2023,753903,538,"Marietta, OH",msa,OH,223688.75,232291.5,197983.0,245450.0
2023,394827,504,"Marion, OH",msa,OH,150065.17,151808.0,131600.0,169950.0
2023,394889,524,"Mount Vernon, OH",msa,OH,277870.75,282051.5,238267.0,316130.0
2023,394911,414,"New Philadelphia, OH",msa,OH,202382.58,210333.5,169930.0,222267.0
2023,394923,544,"Norwalk, OH",msa,OH,169001.33,168991.5,154200.0,186450.0
2023,394999,474,"Portsmouth, OH",msa,OH,155212.58,156100.0,149633.0,163517.0
2023,753915,388,"Salem, OH",msa,OH,152748.67,152300.0,133100.0,169967.0
2023,395062,469,"Sandusky, OH",msa,OH,242516.67,251533.0,197117.0,278133.0
2023,395097,619,"Sidney, OH",msa,OH,235923.83,237542.0,226617.0,245667.0
2023,395117,316,"Springfield, OH",msa,OH,179287.5,177800.0,164633.0,192000.0
2023,395157,570,"Tiffin, OH",msa,OH,163252.83,163408.5,144983.0,183917.0
2023,395160,93,"Toledo, OH",msa,OH,180604.17,182558.5,149933.0,204917.0
2023,395178,712,"Urbana, OH",msa,OH,226009.75,224600.0,208617.0,244933.0
2023,395185,828,"Van Wert, OH",msa,OH,160558.33,167900.0,128133.0,188567.0
2023,395201,634,"Wapakoneta, OH",msa,OH,217529.08,217783.5,193083.0,245583.0
2023,395206,825,"Washington Court House, OH",msa,OH,187052.75,184608.0,151650.0,223467.0
2023,395230,682,"Wilmington, OH",msa,OH,207562.58,209508.5,183467.0,226500.0
2023,395237,355,"Wooster, OH",msa,OH,243763.92,243375.0,226667.0,260667.0
2023,395245,106,"Youngstown, OH",msa,OH,155523.58,156858.5,146000.0,163950.0
2023,395248,426,"Zanesville, OH",msa,OH,208337.25,211599.0,181050.0,228117.0
2024,394304,83,"Akron, OH",msa,OH,214271.8,217442.0,194600.0,233217.0
2024,394339,586,"Ashland, OH",msa,OH,237504.9,237550.0,231100.0,247267.0
2024,394340,404,"Ashtabula, OH",msa,OH,191141.7,191767.0,178483.0,202783.0
2024,394343,521,"Athens, OH",msa,OH,228908.4,234283.5,203117.0,245333.0
2024,394377,638,"Bellefontaine, OH",msa,OH,242948.2,246416.5,222117.0,257933.0
2024,394424,683,"Bucyrus, OH",msa,OH,162808.3,163133.5,154867.0,170433.0
2024,394434,714,"Cambridge, OH",msa,OH,168800.1,167950.0,163267.0,175617.0
2024,394439,137,"Canton, OH",msa,OH,217353.4,218958.5,195000.0,239967.0
2024,394449,681,"Celina, OH",msa,OH,232640.9,221217.0,213983.0,284425.0
2024,394465,460,"Chillicothe, OH",msa,OH,241880.6,239800.0,221965.0,261333.0
2024,394466,28,"Cincinnati, OH",msa,OH,294603.3,297133.5,281633.0,305000.0
2024,394475,35,"Cleveland, OH",msa,OH,225638.3,234925.0,199933.0,242300.0
2024,394492,32,"Columbus, OH",msa,OH,338046.7,342391.5,318267.0,351600.0
2024,394506,747,"Coshocton, OH",msa,OH,181960.0,180383.0,172150.0,192283.0
2024,845158,74,"Dayton, OH",msa,OH,222011.7,230766.5,195517.0,241267.0
2024,394526,716,"Defiance, OH",msa,OH,186990.0,183808.0,177417.0,199833.0
2024,394593,470,"Findlay, OH",msa,OH,241388.2,242600.0,227083.0,254633.0
2024,394618,541,"Fremont, OH",msa,OH,176171.6,174375.0,168783.0,187400.0
2024,394652,593,"Greenville, OH",msa,OH,206686.8,203958.5,190867.0,230883.0
2024,753892,798,"Jackson, OH",msa,OH,221668.3,219600.0,199600.0,242783.0
2024,394794,387,"Lima, OH",msa,OH,177590.0,183608.5,141567.0,207450.0
2024,394824,337,"Mansfield, OH",msa,OH,201278.1,205600.0,173300.0,221616.0
2024,753903,538,"Marietta, OH",msa,OH,247001.4,246791.0,243283.0,250583.0
2024,394827,504,"Marion, OH",msa,OH,181733.4,179933.0,156283.0,208940.0
2024,394889,524,"Mount Vernon, OH",msa,OH,312191.6,311633.0,293567.0,332650.0
2024,394911,414,"New Philadelphia, OH",msa,OH,210501.6,211858.0,193250.0,222300.0
2024,394923,544,"Norwalk, OH",msa,OH,201968.4,207791.5,178100.0,213300.0
2024,394999,474,"Portsmouth, OH",msa,OH,174724.9,176591.5,165100.0,179283.0
2024,753915,388,"Salem, OH",msa,OH,159071.8,157875.0,147133.0,171533.0
2024,395062,469,"Sandusky, OH",msa,OH,284610.0,279633.0,262450.0,309950.0
2024,395097,619,"Sidney, OH",msa,OH,235027.9,237316.5,217433.0,247133.0
2024,395117,316,"Springfield, OH",msa,OH,199208.4,196450.0,185250.0,217100.0
2024,395157,570,"Tiffin, OH",msa,OH,175466.8,176991.5,158200.0,186417.0
2024,395160,93,"Toledo, OH",msa,OH,197799.9,204141.5,171583.0,217417.0
2024,395178,712,"Urbana, OH",msa,OH,243496.7,247491.5,217400.0,269967.0
2024,395185,828,"Van Wert, OH",msa,OH,154340.1,155650.0,134967.0,172667.0
2024,395201,634,"Wapakoneta, OH",msa,OH,236796.8,237797.5,231600.0,241828.0
2024,395206,825,"Washington Court House, OH",msa,OH,226525.0,226233.0,197967.0,257450.0
2024,395230,682,"Wilmington, OH",msa,OH,233743.4,239591.5,212500.0,246167.0
2024,395237,355,"Wooster, OH",msa,OH,255245.1,256266.5,242000.0,265400.0
2024,395245,106,"Youngstown, OH",msa,OH,167750.0,172591.5,151600.0,178233.0
2024,395248,426,"Zanesville, OH",msa,OH,235746.7,239066.5,214067.0,256267.0
